"","pops_names","CVCurrent_LOO_V","CVnull_LOO_V","DD","TotalLength_m","MaxElev_m","MeanAnnualPrecip_mm","MeanBFI","MeanAugtemps_c","CVAugtemps","Threshold18_p","Sedimentary_p","MeanHFI","Public_p","Develop_p","Agric_p","SplashCount","biomass_diff","biomass_mean","bvr_km","mean_hat_smolts","mean_per_hat_spawners","high_pulse","n_days_lt05","shannon","SST_apr_jun","SST_jan_mar","lake_p","tot_est_p","LowGradient_p","LogDriveLength_p","p_wetland","pc1","pc2","pc3"
"1","Alsea",0.549702433374794,0.28112050400218,0.268581929372614,0.0176435271849605,-0.216991384721466,0.543377145293857,0.279110190329,-0.480386502615105,-0.316666540777176,0.787917376847003,0.416718587259844,-0.838790732366705,-1.1381635509202,0.0731699786262769,-0.242027257308216,-0.555333635468073,0.140036109925193,2.09287380826488,0.0268796750434998,1.91964697722653,0.196032610374967,1.46465747152577,-0.685391233684676,0.599422422950653,-0.293571773014297,0.061597770929994,-0.434466025492746,-0.260894416231046,-0.760886878986226,0.32573565215148,0.200911614184772,-0.554043330213435,-1.26876989456865,-2.21801233989563
"2","Beaver",0.554667290856492,0.268395090233616,0.286272200622876,-1.00214504232111,-1.15164865239056,-0.0114200458354732,0.194520377678059,-0.666879423627702,-0.761662452391492,0.926630723249566,1.15095683590258,0.873599938969686,-0.370683988574327,-0.151982886195455,-0.718049893916633,-0.555333635468073,2.31036701430517,0.840711299277025,-0.0876894921935754,-0.71664764434956,-0.453970255605187,0.338019529907546,2.29608542094438,1.03063999082646,0.32418701530502,-0.130461278287209,-0.21262554304542,1.14025378209727,1.09098545384972,-1.00153894040915,1.54046863699038,-2.23237709976062,1.17860120157642,-1.18920821378352
"3","Coos",0.571225956382614,0.298567415948974,0.27265854043364,0.532808373748052,0.733292157310639,-0.478444142899162,-1.62337380593356,0.581287905705459,0.769966560895849,-0.383539206643033,0.749154443151564,-0.118463746587779,0.811445632013428,0.476075105149376,-0.391955646791182,2.30901880010409,-0.0386794864737909,-0.775902985358984,0.179128618501412,-0.0711111861461038,-0.670637877598572,-0.211659866952118,0.142222157518719,-1.5942979432378,-0.497764250891407,0.707349231186609,-0.399444449878743,2.18837826404266,-0.0783646928779636,0.273190887885229,-0.770075793535843,2.09572322829733,0.667390565373218,2.4177313667322
"4","Coquille",0.561314669274152,0.30070479218346,0.260609877090692,1.04211394367568,0.908830167943512,-0.780137704609951,-1.58521963984403,1.06232516638898,0.588193622193581,-1.03146477306533,0.723414659033964,-0.757457875877886,0.390764300197123,-0.219133740615971,0.687528757486172,3.02510690899713,-0.275620752565993,-0.499685637868782,0.0293198672109599,-0.307122103169571,-0.670637877598572,0.0281456956748398,0.227936108224992,0.242247692810326,-0.887525316374568,0.742925562603783,-0.444679995787586,-0.596080275596151,0.156059896957506,1.36917294391006,-0.336757876093092,2.6700020129491,2.06165863397974,2.04457850216159
"5","Floras",0.556313764818511,0.2695488511475,0.28676491367101,-0.849539055579796,-1.04132028669565,0.00447381004921302,-1.2587738573592,1.03642564500493,-1.05268892084201,-0.759407629153205,-0.0400535139457089,-0.567725806405375,1.70206369650386,-0.41268620335746,-0.204545159937475,-0.555333635468073,0.00246456244361011,-2.47679832703863,1.41077743129595,-0.71664764434956,-0.453970255605187,0.916983117504855,-0.138942155988033,1.40795665637352,-1.87765924926359,1.08933774652336,0.127128813032718,-0.936769165565008,0.579455990009677,-1.00153894040915,1.6891623815757,-1.53289503450489,3.78259635196418,0.825719547186872
"6","Lower.Umpqua",0.558102668311475,0.288085620625397,0.270017047686078,0.63583682196378,-0.178097416114623,-0.828454380634474,-0.296461132578295,0.30841539717953,0.298373240810462,-0.132065333487418,0.96467060169554,-0.783145377607274,-0.538051830264685,-0.325785097636792,-0.354473549420441,0.774544281047575,0.974754449548313,0.788804051119122,-0.562712758452541,-0.680467408112212,-0.526192796269649,-0.590430296244169,0.193672395593086,-0.422830363933937,-0.199172080168539,0.609594625297739,-0.430676298516152,0.788586185783455,-0.261787341240386,1.1988137132473,-0.542075577075933,1.56289168077099,0.673286132679739,-0.0353102271176879
"7","Middle.Umpqua",0.553302714564257,0.278339434995133,0.274963279569124,1.14556414900095,0.769352790456057,-1.71155730231942,-1.42421424399969,1.44052893280044,1.19616435002007,-1.48340180489304,0.489575264338475,0.259163964285999,0.938102377076402,-0.558838062978584,3.6561108692489,0.467649377236272,-0.496395899441393,-1.03522707041702,-0.316316234974133,-0.695460498008969,-0.453970255605187,-2.1125510890785,2.05169588527202,-0.165112801541733,-0.199172080168539,0.609594625297739,-0.468870099235809,0.552803342292163,-1.26323097051606,-0.216878598515176,-0.555721949778035,4.57218314058493,2.14370719824409,2.3130424229276
"8","Necanicum",0.552429504472516,0.267336298179533,0.285093206292983,-0.984405693475248,-0.724845301519433,1.32559714132122,0.643641700285417,-0.946078961691279,-0.520484131053915,0.926630723249566,-0.638176294034356,1.76085511565417,1.88450972213029,3.41491249861198,-0.725546313390782,-0.453035334197638,-2.15744686298747,-0.77454943179212,-0.328390452528745,-0.71664764434956,0.123810069710506,-0.958590137109351,-0.365244109480902,-0.234966522082492,1.38243778393781,-3.16912255387972,-0.461148979107488,0.185758091142244,0.941856929206656,2.02508386782884,-0.196834560728698,-3.29159948093941,-3.21195238943729,4.26459236586322
"9","Nehalem",0.563481307727851,0.292627742273295,0.270853565454556,1.97683705611788,0.558741521156748,0.41086807873162,1.76646851500776,-0.802437230265944,1.43649439313399,-0.162492777214432,-0.495080545041594,-0.710071390634828,0.0670859517028563,-0.116432433855181,-0.298250403364329,-0.0438421291159005,-1.00477165002076,-0.152447872203875,3.34521232015641,2.32234168980491,0.196032610374967,-0.923828272203416,-0.384396578340017,0.0111687893910153,1.28072668698004,-1.3547653429472,-0.442060158710921,-0.588354422838104,-1.17496069785608,-0.125976490294021,-0.550928238454677,1.2928958800046,-3.77429312526224,0.671134570253773
"10","Nestucca",0.552691591644912,0.270745040990706,0.281946550654205,-0.247085071678056,0.652284520708968,1.27542302967875,1.22859916670817,-1.37582462117384,0.447410529488183,0.926630723249566,-0.675259033864797,-0.698761758271625,-1.32060957654663,0.270672491627796,-0.122084545721844,-0.555333635468073,1.36374320252333,0.914447151240123,-0.191508660569892,-0.71664764434956,-0.453970255605187,0.643927791668802,-0.835021819718373,-0.00751591691767257,1.39949927902737,-0.555378540428957,-0.469123108876071,-0.602575837888531,-0.721793525031588,-0.582268435640364,-0.337183363091838,-0.649813168475173,-2.32040855634133,-2.03286869695753
"11","North.Umpqua",0.556703610281419,0.270178737122159,0.28652487315926,-0.255289195375186,1.18469401150596,-1.48516054220984,0.764079193087029,1.09433232952813,0.681369283721794,-1.67223094096362,-1.93781725820947,-1.03394694439405,-1.79004370308956,-1.79520379436809,0.346441671412425,-0.555333635468073,0.121392890087715,1.14286011221334,-1.20043681898272,0.18032119477117,2.5793764523022,-0.432166480853398,0.39833014013179,-2.83220760097091,-0.199172080168539,0.609594625297739,-0.464522414633297,-0.184320843380763,-1.37320709350302,-0.315819803198322,-0.717487849138829,4.05006495729587,-0.868874094679896,-3.46786185533864
"12","Salmon",0.551186774504815,0.265495148322625,0.28569162618219,-0.995829441459609,-0.331011672381263,1.33860305547355,0.645777836730773,-1.69652323474543,0.319216712995596,0.926630723249566,-0.923495256965045,0.863113513054956,0.454092672728609,1.13573349857445,-0.725546313390782,-0.555333635468073,-0.0476322296571276,0.548414114310588,0.255140745832219,1.07228847803445,3.08493423695343,0.158618087877467,-0.836807805927292,-0.362532115200072,1.39949927902737,-0.555378540428957,-0.098977027834264,2.29166166922652,0.240287121712687,-1.00153894040915,-0.93418575495219,-1.70690506999087,-3.95057890700413,-0.419614432937785
"13","Siletz",0.547395030271271,0.280182140052445,0.267212890218827,-0.251711282689855,0.383632803775606,0.947047155467929,0.0839592247551089,-1.33872532914571,0.60573192669969,0.926630723249566,-0.808320629726968,0.0361314989510518,0.985347353409416,0.246972190067614,-0.358221759157515,-0.555333635468073,-1.33888571012131,-0.163043060233,0.183542633621899,0.392262124230655,0.051587529046044,0.581335381625498,-0.745343606626137,-0.425914851784989,1.00788427894228,-0.327612291559635,-0.466731827589022,0.0582646351529499,-0.367610349911227,-0.175079826745806,-0.563699084852337,-0.770586696621824,-2.23872338602213,0.573910744141471
"14","Siuslaw",0.553211925437546,0.299369414653206,0.25384251078434,1.02106842073237,-0.262796974681181,-0.523444152862895,-0.169071233286529,0.289707162366308,0.375626002686231,-0.446183943728062,0.864765337917057,-0.893673230500444,-0.876305756563817,-0.0769319312548776,-0.204545159937475,0.876842582318009,-0.0378581659906093,1.34271198846025,0.562313501433374,-0.580251048153658,-0.237302633611802,-0.429165712256046,0.112065455394078,0.438217607634307,-0.625281133831739,0.220206106123807,-0.388375844455049,-0.226944428462335,-0.827158822174423,1.7363016283846,-0.0955687826894183,1.5193608216284,0.375187959205752,0.0992193283191913
"15","Sixes",0.553015782644891,0.264377175563839,0.288638607081052,-0.861491014297033,-0.421377901870673,0.537395088842031,-1.45625162696867,1.18813616750042,-0.787266053791953,-1.4144925940995,0.760061131336988,-1.51736865351886,0.627994394124597,-1.00519374236202,-0.125832755458918,-0.555333635468073,-0.224813629537158,0.225558310770712,-1.2579877655388,-0.71664764434956,-0.0928575522828792,1.90929282081182,-0.504218971707947,-0.435663532867058,-1.87765924926359,1.08933774652336,-0.469123108876071,-1.07773698782264,-0.100394922812364,-1.00153894040915,-0.70803818492653,0.43368281299607,2.91510505830276,-1.42036171168642
"16","South.Umpqua",0.557663906290782,0.287008176779213,0.270655729511569,2.08281125969449,2.47566467811191,-1.90152386694993,-0.302919244047298,1.41953750749149,1.37617139274403,-1.73935030212615,-1.12374205204943,-0.982683709804137,-0.498848552030907,-1.00914379262205,1.50089027043126,-0.350737032927204,0.56666506575459,-0.0388319877557192,-1.06133975327213,0.0801048348126159,0.268255151039429,-2.04032746060004,2.27571830043036,-0.202268965803181,-0.199172080168539,0.609594625297739,-0.469123108876071,-0.431080982889124,-1.37320709350302,-0.697714478582206,-0.630648725886568,5.53157679811279,0.816212266390286,-0.757984627625363
"17","Tillamook",0.546316432351647,0.277352818732393,0.268963613619254,0.2936606906791,0.974812540734592,1.58605385940219,1.3306924309888,-1.24341375348524,0.883566980325124,0.744960985702983,-2.27679712701244,0.437250893151635,-1.31859915202182,0.385223949168677,0.503866480369539,-0.0438421291159005,0.273040485582467,-0.0223866172028382,0.0819021314997044,2.06015364825899,-0.0206350116184175,0.106618245201547,-0.769498043469638,0.0241902659465005,1.28072668698004,-1.3547653429472,-0.406982769661983,0.266928766671504,-0.355964180646136,0.972003761361673,-0.706670870936151,-0.00675497742829956,-4.29250456215733,-0.494991653508598
"18","Yaquina",0.549163055369105,0.28006259239481,0.269100462974296,-0.45939383198821,-0.414895573769533,-0.138493374275062,0.220401971358895,0.382825425544428,-0.951918545794993,0.472903841790859,1.00655228432757,0.276166783416739,0.617439665369349,0.531375808789801,-0.47066805126974,-0.453035334197638,1.12569829721832,-0.497530991061378,0.668891853929641,-0.0842402702719126,-0.381747714940725,1.0093130555222,-0.564128937724276,-0.700650354397146,0.32418701530502,-0.130461278287209,-0.459809954364126,0.734536763604776,0.933571845794148,0.943367795400367,-0.392491012035787,-1.26243962408988,0.0168141171047302,0.67892182896261
